Hs.egID	gene.symbol	gene.alias	OMIM.ID	OMIM.name	info	gene.description	gene.type
1968	EIF2S3	EIF2|EIF2G|EIF2gamma|MEHMO|MRXSBRK|eIF-2gA	300161	MEHMO syndrome, 300148 (3)	MIM:300161|HGNC:HGNC:3267|Ensembl:ENSG00000130741|Vega:OTTHUMG00000021262	eukaryotic translation initiation factor 2 subunit gamma	protein-coding
2273	FHL1	FCMSU|FHL-1|FHL1A|FHL1B|FLH1A|KYOT|RBMX1A|RBMX1B|SLIM|SLIM-1|SLIM1|SLIMMER|XMPMA	300163	?Uruguay faciocardiomusculoskeletal syndrome, 300280 (3);Emery-Dreifuss muscular dystrophy 6, X-linked, 300696 (3);Myopathy, X-linked, with postural muscle atrophy, 300696 (3);Reducing body myopathy, X-linked 1a, severe, infantile or early childhood onset, 300717 (3);Reducing body myopathy, X-linked 1b, with late childhood or adult onset, 300718 (3);Scapuloperoneal myopathy, X-linked dominant, 300695 (3)	MIM:300163|HGNC:HGNC:3702|Ensembl:ENSG00000022267|Vega:OTTHUMG00000022504	four and a half LIM domains 1	protein-coding
9131	AIFM1	AIF|CMT2D|CMTX4|COWCK|COXPD6|DFNX5|NADMR|NAMSD|PDCD8	300169	Combined oxidative phosphorylation deficiency 6, 300816 (3);Cowchock syndrome, 310490 (3);Deafness, X-linked 5, 300614 (3)	MIM:300169|MIM:310490|HGNC:HGNC:8768|Ensembl:ENSG00000156709|Vega:OTTHUMG00000022392	apoptosis inducing factor mitochondria associated 1	protein-coding
8481	OFD1	71-7A|CXorf5|JBTS10|RP23|SGBS2	300170	?Retinitis pigmentosa 23, 300424 (3);Joubert syndrome 10, 300804 (3);Orofaciodigital syndrome I, 311200 (3);Simpson-Golabi-Behmel syndrome, type 2, 300209 (3)	MIM:300170|HGNC:HGNC:2567|Ensembl:ENSG00000046651|Vega:OTTHUMG00000021159	OFD1, centriole and centriolar satellite protein	protein-coding
8573	CASK	CAGH39|CAMGUK|CMG|FGS4|LIN2|MICPCH|MRXSNA|TNRC8|hCASK	300172	FG syndrome 4, 300422 (3);Mental retardation and microcephaly with pontine and cerebellar hypoplasia, 300749 (3);Mental retardation, with or without nystagmus, 300422 (3)	MIM:300172|HGNC:HGNC:1497|Ensembl:ENSG00000147044|Vega:OTTHUMG00000021378	calcium/calmodulin dependent serine protein kinase	protein-coding
117237	SXI2		300179	X inactivation, familial skewed, 2 (2)	MIM:300179	X inactivation, familial skewed, 2	unknown
415	ARSE	ASE|CDPX|CDPX1|CDPXR	300180	Chondrodysplasia punctata, X-linked recessive, 302950 (3)	MIM:300180|HGNC:HGNC:719|Ensembl:ENSG00000157399|Vega:OTTHUMG00000137358	arylsulfatase E (chondrodysplasia punctata 1)	protein-coding
9968	MED12	ARC240|CAGH45|FGS1|HOPA|MED12S|OHDOX|OKS|OPA1|TNRC11|TRAP230	300188	Lujan-Fryns syndrome, 309520 (3);Ohdo syndrome, X-linked, 300895 (3);Opitz-Kaveggia syndrome, 305450 (3)	MIM:300188|HGNC:HGNC:11957|Ensembl:ENSG00000184634|Vega:OTTHUMG00000021788	mediator complex subunit 12	protein-coding
1741	DLG3	MRX|MRX90|NEDLG|PPP1R82|SAP102|XLMR	300189	Mental retardation, X-linked 90, 300850 (3)	MIM:300189|HGNC:HGNC:2902|Ensembl:ENSG00000082458|Vega:OTTHUMG00000021778	discs large MAGUK scaffold protein 3	protein-coding
6757	SSX2	CT5.2|CT5.2A|HD21|HOM-MEL-40|SSX	300192	?Sarcoma, synovial, 300813 (3)	MIM:300192|HGNC:HGNC:11336|Ensembl:ENSG00000241476|Vega:OTTHUMG00000022697	SSX family member 2	protein-coding
3149	HMGB3	HMG-2a|HMG-4|HMG2A|HMG4	300193	?Microphthalmia, syndromic 13, 300915 (3)	MIM:300193|HGNC:HGNC:5004|Ensembl:ENSG00000029993|Vega:OTTHUMG00000024162	high mobility group box 3	protein-coding
100499260	AMMEC	CXDELq22.3|DELXq22.3	300194	Alport syndrome, mental retardation, midface hypoplasia, and elliptocytosis (4)	MIM:300194	Alport syndrome, mental retardation, midface hypoplasia, and elliptocytosis	unknown
9949	AMMECR1	AMMERC1|MFHIEN	300195	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis, 300990 (3)	MIM:300195|HGNC:HGNC:467|Ensembl:ENSG00000101935|Vega:OTTHUMG00000022197	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	protein-coding
537	ATP6AP1	16A|ATP6IP1|ATP6S1|Ac45|CF2|VATPS1|XAP-3|XAP3	300197	Immunodeficiency 47, 300972 (3)	MIM:300197|HGNC:HGNC:868|Ensembl:ENSG00000071553|Vega:OTTHUMG00000033291	ATPase H+ transporting accessory protein 1	protein-coding
27316	RBMX	HNRNPG|HNRPG|MRXS11|RBMXP1|RBMXRT|RNMX|hnRNP-G	300199	?Mental retardation, X-linked, syndromic 11, Shashi type, 300238 (3)	MIM:300199|HGNC:HGNC:9910|Ensembl:ENSG00000147274|Vega:OTTHUMG00000022517	RNA binding motif protein, X-linked	protein-coding
6399	TRAPPC2	MIP2A|SEDL|SEDT|TRAPPC2P1|TRS20|ZNF547L|hYP38334	300202	Spondyloepiphyseal dysplasia tarda, 313400 (3)	MIM:300202|HGNC:HGNC:23068|Ensembl:ENSG00000196459|Vega:OTTHUMG00000021157	trafficking protein particle complex 2	protein-coding
6792	CDKL5	CFAP247|EIEE2|ISSX|STK9	300203	Epileptic encephalopathy, early infantile, 2, 300672 (3)	MIM:300203|HGNC:HGNC:11411|Ensembl:ENSG00000008086|Vega:OTTHUMG00000021214	cyclin dependent kinase like 5	protein-coding
11043	MID2	FXY2|MRX101|RNF60|TRIM1	300204	?Mental retardation, X-linked 101, 300928 (3)	MIM:300204|HGNC:HGNC:7096|Ensembl:ENSG00000080561|Vega:OTTHUMG00000022171	midline 2	protein-coding
10682	EBP	CDPX2|CHO2|CPX|CPXD|MEND	300205	Chondrodysplasia punctata, X-linked dominant, 302960 (3);MEND syndrome, 300960 (3)	MIM:300205|HGNC:HGNC:3133|Ensembl:ENSG00000147155|Vega:OTTHUMG00000034482	emopamil binding protein (sterol isomerase)	protein-coding
11141	IL1RAPL1	IL-1-RAPL-1|IL-1RAPL-1|IL1R8|IL1RAPL|IL1RAPL-1|MRX10|MRX21|MRX34|OPHN4|TIGIRR-2	300206	Mental retardation, X-linked 21/34, 300143 (3)	MIM:300206|HGNC:HGNC:5996|Ensembl:ENSG00000169306|Vega:OTTHUMG00000021317	interleukin 1 receptor accessory protein like 1	protein-coding
10118	EMWX		300211	Episodic muscle weakness, X-linked (2)	MIM:300211|HGNC:HGNC:3339	episodic muscle weakness, X-linked	unknown
4429	MRXS7		300218	Mental retardation, X-linked syndromic 7 (2)	MIM:300218|HGNC:HGNC:7313	mental retardation, X-linked, syndromic 7	unknown
50829	HDPA		300221	{Hodgkin disease susceptibility, pseudoautosomal} (2)	MIM:300221	Hodgkin disease, susceptibility, pseudoautosomal	unknown
50830	TGCT1		300228	Testicular germ cell tumor (2)	MIM:300228|HGNC:HGNC:13466	testicular germ cell tumor susceptibility 1	unknown
10479	SLC9A6	MRSA|NHE6	300231	Mental retardation, X-linked syndromic, Christianson type, 300243 (3)	MIM:300231|HGNC:HGNC:11079|Ensembl:ENSG00000198689|Vega:OTTHUMG00000022498	solute carrier family 9 member A6	protein-coding
54115	PTOS2	PTOSX	300245	Ptosis, hereditary congenital 2 (2)	MIM:300245	Ptosis, hereditary congenital 2	unknown
9210	BMP15	GDF9B|ODG2|POF4	300247	Ovarian dysgenesis 2, 300510 (3);Premature ovarian failure 4, 300510 (3)	MIM:300247|HGNC:HGNC:1068|Ensembl:ENSG00000130385|Vega:OTTHUMG00000021525	bone morphogenetic protein 15	protein-coding
8517	IKBKG	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IKKAP1|IKKG|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	300248	Ectodermal dysplasia, hypohidrotic, with immune deficiency, 300291 (3);Ectodermal, dysplasia, anhidrotic, lymphedema and immunodeficiency, 300301 (3);Immunodeficiency 33, 300636 (3);Immunodeficiency, isolated, 300584 (3);Incontinentia pigmenti, 308300 (3);Invasive pneumococcal disease, recurrent isolated, 2, 300640 (3)	MIM:300248|HGNC:HGNC:5961|Ensembl:ENSG00000269335|Vega:OTTHUMG00000024234	inhibitor of nuclear factor kappa B kinase subunit gamma	protein-coding
8473	OGT	HINCUT-1|HRNT1|MRX106|O-GLCNAC|OGT1	300255	Mental retardation, X-linked 106, 300997 (3)	MIM:300255|HGNC:HGNC:8127|Ensembl:ENSG00000147162|Vega:OTTHUMG00000033316	O-linked N-acetylglucosamine (GlcNAc) transferase	protein-coding
3028	HSD17B10	17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|HSD10MD|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1	300256	HSD10 mitochondrial disease, 300438 (3)	MIM:300256|HGNC:HGNC:4800|Ensembl:ENSG00000072506|Vega:OTTHUMG00000021612	hydroxysteroid 17-beta dehydrogenase 10	protein-coding
57789	MTBSX	MTBS	300259	{Mycobacterium tuberculosis, susceptibility, X-linked} (2)	MIM:300259	Mycobacterium tuberculosis, susceptibility to infection by	unknown
57791	MRXSA		300261	Mental retardation syndrome, X-linked, Armfield type (2)	MIM:300261	Armfield X-linked mental retardation syndrome	unknown
57792	MRXSAB		300262	Mental retardation, X-linked syndromic, Abidi type (2)	MIM:300262	Abidi X-linked mental retardation syndrome	unknown
29978	UBQLN2	ALS15|CHAP1|DSK2|HRIHFB2157|N4BP4|PLIC2	300264	Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia, 300857 (3)	MIM:300264|HGNC:HGNC:12509|Ensembl:ENSG00000188021|Vega:OTTHUMG00000021669	ubiquilin 2	protein-coding
7547	ZIC3	HTX|HTX1|VACTERLX|ZNF203	300265	Congenital heart defects, nonsyndromic, 1, X-linked, 306955 (3);Heterotaxy, visceral, 1, X-linked 306955 (3);VACTERL association, X-linked, 314390 (3)	MIM:300265|HGNC:HGNC:12874|Ensembl:ENSG00000156925|Vega:OTTHUMG00000022525	Zic family member 3	protein-coding
57760	SPG16	SPG	300266	Spastic paraplegia 16, X-linked, complicated (2)	MIM:300266|HGNC:HGNC:14260	spastic paraplegia 16 (complicated, X-linked recessive)	unknown
9459	ARHGEF6	COOL2|Cool-2|MRX46|PIXA|alpha-PIX|alphaPIX	300267	Mental retardation, X-linked 46, 300436 (3)	MIM:300267|HGNC:HGNC:685|Ensembl:ENSG00000129675|Vega:OTTHUMG00000022518	Rac/Cdc42 guanine nucleotide exchange factor 6	protein-coding
55869	HDAC8	CDA07|CDLS5|HD8|HDACL1|MRXS6|RPD3|WTS	300269	Cornelia de Lange syndrome 5, 300882 (3)	MIM:300269|HGNC:HGNC:13315|Ensembl:ENSG00000147099|Vega:OTTHUMG00000021814	histone deacetylase 8	protein-coding
10013	HDAC6	CPBHM|HD6|JM21|PPP1R90	300272	?Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia, 300863 (3)	MIM:300272|HGNC:HGNC:14064|Ensembl:ENSG00000094631|Vega:OTTHUMG00000034496	histone deacetylase 6	protein-coding
59081	MNG2		300273	Goiter, multinodular, 2 (2)	MIM:300273	multinodular goiter 2	unknown
50814	NSDHL	H105E3|SDR31E1|XAP104	300275	CHILD syndrome, 308050 (3);CK syndrome, 300831 (3)	MIM:300275|HGNC:HGNC:13398|Ensembl:ENSG00000147383|Vega:OTTHUMG00000024185	NAD(P) dependent steroid dehydrogenase-like	protein-coding
60506	NYX	CLRP|CSNB1|CSNB1A|CSNB4|NBM1	300278	Night blindness, congenital stationary (complete), 1A, X-linked, 310500 (3)	MIM:300278|HGNC:HGNC:8082|Ensembl:ENSG00000188937|Vega:OTTHUMG00000021370	nyctalopin	protein-coding
50943	FOXP3	AIID|DIETER|IPEX|JM2|PIDX|XPID	300292	Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked, 304790 (3);{Diabetes mellitus, type I, susceptibility to}, 222100 (3)	MIM:300292|HGNC:HGNC:6106|Ensembl:ENSG00000049768|Vega:OTTHUMG00000024135	forkhead box P3	protein-coding
51360	MBTPS2	BRESEK|IFAP|KFSD|KFSDX|OLMSX|S2P	300294	?Olmsted syndrome, X-linked, 300918 (3);IFAP syndrome with or without BRESHECK syndrome, 308205 (3);Keratosis follicularis spinulosa decalvans, X-linked, 308800 (3)	MIM:300294|HGNC:HGNC:15455|Ensembl:ENSG00000012174|Vega:OTTHUMG00000021237	membrane bound transcription factor peptidase, site 2	protein-coding
65109	UPF3B	HUPF3B|MRX62|MRXS14|RENT3B|UPF3BP1|UPF3BP2|UPF3BP3|UPF3X|Upf3p-X	300298	Mental retardation, X-linked, syndromic 14, 300676 (3)	MIM:300298|HGNC:HGNC:20439|Ensembl:ENSG00000125351|Vega:OTTHUMG00000022282	UPF3B, regulator of nonsense mediated mRNA decay	protein-coding
695	BTK	AGMX1|AT|ATK|BPK|IMD1|PSCTK1|XLA	300300	Agammaglobulinemia and isolated hormone deficiency, 307200 (3);Agammaglobulinemia, X-linked 1, 300755 (3)	MIM:300300|HGNC:HGNC:1133|Ensembl:ENSG00000010671|Vega:OTTHUMG00000022022	Bruton tyrosine kinase	protein-coding
8450	CUL4B	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	300304	Mental retardation, X-linked, syndromic 15 (Cabezas type), 300354 (3)	MIM:300304|HGNC:HGNC:2555|Ensembl:ENSG00000158290|Vega:OTTHUMG00000022302	cullin 4B	protein-coding
50945	TBX22	ABERS|CLPA|CPX|TBXX|dJ795G23.1	300307	?Abruzzo-Erickson syndrome, 302905 (3);Cleft palate with ankyloglossia, 303400 (3)	MIM:300307|HGNC:HGNC:11600|Ensembl:ENSG00000122145|Vega:OTTHUMG00000021901	T-box 22	protein-coding
179	AGMX2	IMD6|XLA2	300310	Agammaglobulinemia, X-linked 2 (2)	MIM:300310|HGNC:HGNC:323	agammaglobulinemia, X-linked 2 (with growth hormone deficiency)	unknown
56159	TEX11	SPGFX2|TGC1|TSGA3	300311	Spermatogenic failure, X-linked, 2, 309120 (3)	MIM:300311|HGNC:HGNC:11733|Ensembl:ENSG00000120498|Vega:OTTHUMG00000021782	testis expressed 11	protein-coding
4416	MRX53		300324	Mental retardation, X-linked 53 (2)	MIM:300324|HGNC:HGNC:7286	mental retardation, X-linked 53	unknown
84434	THCYTX	FTX	300331	Thrombocythemia, X-linked (2)	MIM:300331	Thrombocytosis, familial X-linked	unknown
54413	NLGN3	HNL3	300336	{Asperger syndrome susceptibility, X-linked 1}, 300494 (3);{Autism susceptibility, X-linked 1}, 300425 (3)	MIM:300336|HGNC:HGNC:14289|Ensembl:ENSG00000196338|Vega:OTTHUMG00000021790	neuroligin 3	protein-coding
85503	MCOPCB1	MOPCB|MOPCB1	300345	Microphthalmia with coloboma 1 (2)	MIM:300345	Microphthalmia, colobomatous, 1	unknown
91851	CHRDL1	CHL|MGC1|MGCN|NRLN1|VOPT|dA141H5.1	300350	Megalocornea 1, X-linked 309300 (3)	MIM:300350|HGNC:HGNC:29861|Ensembl:ENSG00000101938|Vega:OTTHUMG00000022199	chordin like 1	protein-coding
117189	GRDX	GD3	300351	{Graves disease, susceptibility to, X-linked} (2)	MIM:300351	Graves disease, susceptibility to, X-linked	unknown
23694	MRX73		300355	Mental retardation, X-linked 73 (2)	MIM:300355|HGNC:HGNC:7307	mental retardation, X-linked 73	unknown
1678	TIMM8A	DDP|DDP1|DFN1|MTS|TIM8	300356	Mohr-Tranebjaerg syndrome, 304700 (3)	MIM:300356|HGNC:HGNC:11817|Ensembl:ENSG00000126953|Vega:OTTHUMG00000022028	translocase of inner mitochondrial membrane 8A	protein-coding
114890	MRSS		300360	Mental retardation, X-linked, with short stature (2)	MIM:300360	Mental retardation, X-linked, with short stature	unknown
215	ABCD1	ABC42|ALD|ALDP|AMN	300371	Adrenoleukodystrophy, 300100 (3);Adrenomyeloneuropathy, adult, 300100 (3)	MIM:300371|HGNC:HGNC:61|Ensembl:ENSG00000101986|Vega:OTTHUMG00000024215	ATP binding cassette subfamily D member 1	protein-coding
4406	MRX42		300372	Mental retardation, X-linked 42 (2)	MIM:300372|HGNC:HGNC:7274	mental retardation, X-linked 42	unknown
1756	DMD	BMD|CMD3B|DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85	300377	Becker muscular dystrophy, 300376 (3);Cardiomyopathy, dilated, 3B, 302045 (3);Duchenne muscular dystrophy, 310200 (3)	MIM:300377|HGNC:HGNC:2928|Ensembl:ENSG00000198947|Vega:OTTHUMG00000021336	dystrophin	protein-coding
266719	RRDX		300378	Radial ray deficiency (2)	MIM:300378	Radial ray deficiency	unknown
51132	RLIM	MRX61|NY-REN-43|RNF12	300379	Mental retardation, X-linked 61, 300978 (3)	MIM:300379|HGNC:HGNC:13429|Ensembl:ENSG00000131263|Vega:OTTHUMG00000021859	ring finger protein, LIM domain interacting	protein-coding
170302	ARX	CT121|EIEE1|ISSX|MRX29|MRX32|MRX33|MRX36|MRX38|MRX43|MRX54|MRX76|MRX87|MRXS1|PRTS	300382	Epileptic encephalopathy, early infantile, 1, 308350 (3);Hydranencephaly with abnormal genitalia, 300215 (3);Lissencephaly, X-linked 2, 300215 (3);Mental retardation, X-linked 29 and others, 300419 (3);Partington syndrome, 309510 (3);Proud syndrome, 300004 (3)	MIM:300382|HGNC:HGNC:18060|Ensembl:ENSG00000004848|Vega:OTTHUMG00000021275	aristaless related homeobox	protein-coding
5199	CFP	BFD|PFC|PFD|PROPERDIN	300383	Properdin deficiency, X-linked, 312060 (3)	MIM:300383|HGNC:HGNC:8864|Ensembl:ENSG00000126759|Vega:OTTHUMG00000021451	complement factor properdin	protein-coding
2010	EMD	EDMD|LEMD5|STA	300384	Emery-Dreifuss muscular dystrophy 1, X-linked, 310300 (3)	MIM:300384|HGNC:HGNC:3331|Ensembl:ENSG00000102119|Vega:OTTHUMG00000033186	emerin	protein-coding
959	CD40LG	CD154|CD40L|HIGM1|IGM|IMD3|T-BAM|TNFSF5|TRAP|gp39|hCD40L	300386	Immunodeficiency, X-linked, with hyper-IgM, 308230 (3)	MIM:300386|HGNC:HGNC:11935|Ensembl:ENSG00000102245|Vega:OTTHUMG00000022512	CD40 ligand	protein-coding
1121	CHM	DXS540|GGTA|HSD-32|REP-1|TCD	300390	Choroideremia, 303100 (3)	MIM:300390|HGNC:HGNC:1940|Ensembl:ENSG00000188419|Vega:OTTHUMG00000021937	CHM, Rab escort protein 1	protein-coding
265	AMELX	AI1E|AIH1|ALGN|AMG|AMGL|AMGX	300391	Amelogenesis imperfecta, type 1E, 301200 (3)	MIM:300391|HGNC:HGNC:461|Ensembl:ENSG00000125363|Vega:OTTHUMG00000021130	amelogenin, X-linked	protein-coding
7454	WAS	IMD2|SCNX|THC|THC1|WASP|WASPA	300392	Neutropenia, severe congenital, X-linked, 300299 (3);Thrombocytopenia, X-linked, 313900 (3);Thrombocytopenia, X-linked, intermittent, 313900 (3);Wiskott-Aldrich syndrome, 301000 (3)	MIM:300392|HGNC:HGNC:12731|Ensembl:ENSG00000015285|Vega:OTTHUMG00000034483	Wiskott-Aldrich syndrome	protein-coding
83550	GPR101	GPCR6|PAGH2|PITA2	300393	Pituitary adenoma 2, GH-secreting, 300943 (3)	MIM:300393|HGNC:HGNC:14963|Ensembl:ENSG00000165370|Vega:OTTHUMG00000022521	G protein-coupled receptor 101	protein-coding
6901	TAZ	BTHS|CMD3A|EFE|EFE2|G4.5|LVNCX|Taz1	300394	Barth syndrome, 302060 (3)	MIM:300394|HGNC:HGNC:11577|Ensembl:ENSG00000102125|Vega:OTTHUMG00000033190	tafazzin	protein-coding
57187	THOC2	CXorf3|MRX12|MRX35|THO2|dJ506G2.1|hTREX120	300395	Mental retardation, X-linked 12/35, 300957 (3)	MIM:300395|HGNC:HGNC:19073|Ensembl:ENSG00000125676|Vega:OTTHUMG00000022334	THO complex 2	protein-coding
10134	BCAP31	6C6-AG|BAP31|CDM|DDCH|DXS1357E	300398	Deafness, dystonia, and cerebral hypomyelination, 300475 (3)	MIM:300398|HGNC:HGNC:16695|Ensembl:ENSG00000185825|Vega:OTTHUMG00000024218	B cell receptor associated protein 31	protein-coding
5354	PLP1	GPM6C|HLD1|MMPL|PLP|PLP/DM20|PMD|SPG2	300401	Pelizaeus-Merzbacher disease, 312080 (3);Spastic paraplegia 2, X-linked, 312920 (3)	MIM:300401|HGNC:HGNC:9086|Ensembl:ENSG00000123560|Vega:OTTHUMG00000022111	proteolipid protein 1	protein-coding
54539	NDUFB11	CI-ESSS|ESSS|NP17.3|Np15|P17.3	300403	?Mitochondrial complex I deficiency, 252010 (3);Linear skin defects with multiple congenital anomalies 3, 300952 (3)	MIM:300403|HGNC:HGNC:20372|Ensembl:ENSG00000147123|Vega:OTTHUMG00000021433	NADH:ubiquinone oxidoreductase subunit B11	protein-coding
93985	FGS3		300406	FG syndrome 3 (2)	MIM:300406|HGNC:HGNC:15596	FG syndrome 3	unknown
84295	PHF6	BFLS|BORJ|CENP-31	300414	Borjeson-Forssman-Lehmann syndrome, 301900 (3)	MIM:300414|HGNC:HGNC:18145|Ensembl:ENSG00000156531|Vega:OTTHUMG00000022453	PHD finger protein 6	protein-coding
4534	MTM1	CNM|MTMX|XLMTM	300415	Myotubular myopathy, X-linked, 310400 (3)	MIM:300415|HGNC:HGNC:7448|Ensembl:ENSG00000171100|Vega:OTTHUMG00000024158	myotubularin 1	protein-coding
57502	NLGN4X	ASPGX2|AUTSX2|HLNX|HNL4X|NLGN4	300427	Mental retardation, X-linked, 300495 (3);{Asperger syndrome susceptibility, X-linked 2}, 300497 (3);{Autism susceptibility, X-linked 2}, 300495 (3)	MIM:300427|HGNC:HGNC:14287|Ensembl:ENSG00000146938|Vega:OTTHUMG00000021093	neuroligin 4, X-linked	protein-coding
23229	ARHGEF9	COLLYBISTIN|EIEE8|HPEM-2|PEM-2|PEM2	300429	Epileptic encephalopathy, early infantile, 8, 300607 (3)	MIM:300429|HGNC:HGNC:14561|Ensembl:ENSG00000131089|Vega:OTTHUMG00000021700	Cdc42 guanine nucleotide exchange factor 9	protein-coding
266678	MRX81		300433	Mental retardation, X-linked 81 (2)	MIM:300433|HGNC:HGNC:19301	mental retardation, X-linked 81	unknown
11254	SLC6A14	BMIQ11	300444	{Obesity, susceptibility to, BMIQ11}, 300306 (3)	MIM:300444|HGNC:HGNC:11047|Ensembl:ENSG00000268104|Vega:OTTHUMG00000022245	solute carrier family 6 member 14	protein-coding
1896	EDA	ECTD1|ED1|ED1-A1|ED1-A2|EDA-A1|EDA-A2|EDA1|EDA2|HED|HED1|ODT1|STHAGX1|TNLG7C|XHED|XLHED	300451	Ectodermal dysplasia 1, hypohidrotic, X-linked, 305100 (3);Tooth agenesis, selective, X-linked 1, 313500 (3)	MIM:300451|HGNC:HGNC:3157|Ensembl:ENSG00000158813|Vega:OTTHUMG00000021764	ectodysplasin A	protein-coding
93991	MRX77		300454	Mental retardation, X-linked 77 (2)	MIM:300454|HGNC:HGNC:15824	mental retardation, X-linked 77	unknown
4810	NHS	CTRCT40|CXN|SCML1	300457	Cataract 40, X-linked, 302200 (3);Nance-Horan syndrome, 302350 (3)	MIM:300457|HGNC:HGNC:7820|Ensembl:ENSG00000188158|Vega:OTTHUMG00000022799	NHS actin remodeling regulator	protein-coding
57526	PCDH19	EFMR|EIEE9	300460	Epileptic encephalopathy, early infantile, 9, 300088 (3)	MIM:300460|HGNC:HGNC:14270|Ensembl:ENSG00000165194|Vega:OTTHUMG00000022000	protocadherin 19	protein-coding
5009	OTC	OCTD	300461	Ornithine transcarbamylase deficiency, 311250 (3)	MIM:300461|HGNC:HGNC:8512|Ensembl:ENSG00000036473|Vega:OTTHUMG00000022727	ornithine carbamoyltransferase	protein-coding
10084	PQBP1	MRX2|MRX55|MRXS3|MRXS8|NPW38|RENS1|SHS	300463	Renpenning syndrome, 309500 (3)	MIM:300463|HGNC:HGNC:9330|Ensembl:ENSG00000102103|Vega:OTTHUMG00000024128	polyglutamine binding protein 1	protein-coding
387573	CHDS3		300464	{Coronary heart disease, susceptibility to, 3} (2)	MIM:300464	Coronary heart disease, susceptibility to, 3	unknown
10916	MAGED2	11B6|BARTS5|BCG-1|BCG1|HCA10|MAGE-D2	300470	Bartter syndrome, type 5, antenatal, transient, 300971 (3)	MIM:300470|HGNC:HGNC:16353|Ensembl:ENSG00000102316|Vega:OTTHUMG00000021638	MAGE family member D2	protein-coding
494028	CVMRF		300471	Cubitus valgus with mental retardation and unusual facies (2)	MIM:300471	cubitus valgus with mental retardation and unusual facies	unknown
190	NR0B1	AHC|AHCH|AHX|DAX-1|DAX1|DSS|GTD|HHG|NROB1|SRXY2	300473	46XY sex reversal 2, dosage-sensitive, 300018 (3);Adrenal hypoplasia, congenital, 300200 (3)	MIM:300473|HGNC:HGNC:7960|Ensembl:ENSG00000169297|Vega:OTTHUMG00000021323	nuclear receptor subfamily 0 group B member 1	protein-coding
2710	GK	GK1|GKD	300474	Glycerol kinase deficiency, 307030 (3)	MIM:300474|HGNC:HGNC:4289|Ensembl:ENSG00000198814|Vega:OTTHUMG00000021328	glycerol kinase	protein-coding
1536	CYBB	AMCBX2|CGD|GP91-1|GP91-PHOX|GP91PHOX|IMD34|NOX2|p91-PHOX	300481	Chronic granulomatous disease, X-linked, 306400 (3);Immunodeficiency 34, mycobacteriosis, X-linked, 300645 (3)	MIM:300481|HGNC:HGNC:2578|Ensembl:ENSG00000165168|Vega:OTTHUMG00000033175	cytochrome b-245 beta chain	protein-coding
54880	BCOR	ANOP2|MAA2|MCOPS2	300485	Microphthalmia, syndromic 2, 300166 (3)	MIM:300485|HGNC:HGNC:20893|Ensembl:ENSG00000183337|Vega:OTTHUMG00000024100	BCL6 corepressor	protein-coding
494029	MENOQ1		300488	{Menopause, natural, age at, QTL1} (2)	MIM:300488	menopause, natural, age at, QTL	unknown
4068	SH2D1A	DSHP|EBVS|IMD5|LYP|MTCP1|SAP|SAP/SH2D1A|XLP|XLPD|XLPD1	300490	Lymphoproliferative syndrome, X-linked, 1, 308240 (3)	MIM:300490|HGNC:HGNC:10820|Ensembl:ENSG00000183918|Vega:OTTHUMG00000022344	SH2 domain containing 1A	protein-coding
24140	FTSJ1	CDLIV|JM23|MRX44|MRX9|SPB1|TRMT7	300499	Mental retardation, X-linked 9/44, 309549 (3)	MIM:300499|HGNC:HGNC:13254|Ensembl:ENSG00000068438|Vega:OTTHUMG00000024118	FtsJ RNA methyltransferase homolog 1	protein-coding
5160	PDHA1	PDHA|PDHAD|PDHCE1A|PHE1A	300502	Pyruvate dehydrogenase E1-alpha deficiency, 312170 (3)	MIM:300502|HGNC:HGNC:8806|Ensembl:ENSG00000131828|Vega:OTTHUMG00000021224	pyruvate dehydrogenase E1 alpha 1 subunit	protein-coding
378882	MRX84		300505	Mental retardation, X-linked 84 (2)	MIM:300505|HGNC:HGNC:20228	mental retardation, X-linked 84	unknown
474159	DYX9	DXY9	300509	{Dyslexia, susceptibility to, 9} (2)	MIM:300509|HGNC:HGNC:16755	dyslexia susceptibility 9	unknown
2187	FANCB	FA2|FAAP90|FAAP95|FAB|FACB	300515	Fanconi anemia, complementation group B, 300514 (3)	MIM:300515|HGNC:HGNC:3583|Ensembl:ENSG00000181544|Vega:OTTHUMG00000021168	Fanconi anemia complementation group B	protein-coding
378484	MRX82		300518	Mental retardation, X-linked 82 (2)	MIM:300518|HGNC:HGNC:21626	mental retardation, X-linked 82	unknown
